Epoch, Loss
0,19.22598773915269
1,5.103103814071149
2,1.649271603305406
3,0.6910053220313832
4,0.3883629831915628
5,0.273193568824461
6,0.2182209278997129
7,0.1871968155679822
8,0.16726819154109432
9,0.15346404483653164
10,0.143653781125083
11,0.13622439823485355
12,0.13080735681853498
13,0.1271260761369323
14,0.12383760847385356
15,0.12150628229417895
16,0.11962840821640473
17,0.11809924271282862
18,0.11682539267254599
19,0.11594031103663013
20,0.11515533674474435
21,0.1144863118338598
22,0.11390451334851756
23,0.11336537932976111
24,0.11298106271854959
25,0.11261692384159232
26,0.11225270202046822
27,0.11192657222779805
28,0.11163810820809712
29,0.11125455114282588
30,0.11122904503492106
31,0.11096299985679377
32,0.11067953799369622
33,0.11049582023001812
34,0.11032955843301738
35,0.11011937969052198
36,0.10996499662843572
37,0.10975755291699803
38,0.10957421951428245
39,0.10948004132757076
40,0.10925171880617855
41,0.10899743129657513
42,0.10904095493532655
43,0.1088036127981734
44,0.10871159666316611
45,0.10850013235858187
46,0.10834112496752196
47,0.10810315695343609
48,0.10818316737517185
49,0.10801002841173468
50,0.10788227815018002
51,0.10771212490431278
52,0.10754550200869066
53,0.10750440123549238
54,0.10738564197945923
55,0.10712233568481294
56,0.10714150518331306
57,0.10696178686708183
58,0.10689121035646583
59,0.10678518696423847
60,0.1066574176917976
61,0.10650661488296914
62,0.10629375914327037
63,0.10632310491575032
64,0.10623791678913808
65,0.10604801496354394
66,0.10595398105003062
67,0.10584558581202719
68,0.10577027768500068
69,0.10572007316105518
70,0.10560338553008217
71,0.10544412232265792
72,0.10548508600424239
73,0.10521602146173463
74,0.10524598888224287
75,0.1051708777647755
76,0.10498978006634264
77,0.10501057536918897
78,0.10493139115286786
79,0.10482598887938242
80,0.10464696847267428
81,0.10458795038072541
82,0.1046001287564954
83,0.10448994968249704
84,0.10443605960418863
85,0.10437352772502059
86,0.10420570234640864
87,0.10416277513995106
88,0.10410560397689331
89,0.10400134192207684
90,0.10397147539758216
91,0.10391334548727113
92,0.10383069188057199
93,0.10377450109055977
94,0.10368735709950797
95,0.10346709399798978
96,0.10359167751407401
97,0.10346112171413904
98,0.10344094703156083
99,0.10331638850151208
100,0.10329044414008007
101,0.10326442198795911
102,0.10320033259915073
103,0.1030876008761483
104,0.10297756343302632
105,0.10288186417258752
106,0.10294813897836297
107,0.10289606988399241
108,0.10282338810007151
109,0.10280175942679644
110,0.10276634534484615
111,0.1026493021390614
112,0.10262464803295622
113,0.10253045287573113
114,0.10250385389613902
115,0.10249959512225675
116,0.10243326879689435
117,0.1023243865416151
118,0.10238030582406837
119,0.10222923337567777
120,0.10225782926227063
121,0.10216396172018803
122,0.1021542257230593
123,0.10204702061034389
124,0.10203822760581308
125,0.10193213920828768
126,0.10193979246935433
127,0.10196282781551264
128,0.10189317412667177
129,0.10185229935774595
130,0.10180550561928227
131,0.10168593510695481
132,0.10177270998918422
133,0.10165524821485779
134,0.10166737414962512
135,0.10158654435568432
136,0.10156727777429396
137,0.10154327817781805
138,0.10149820172853234
139,0.10149411388037939
140,0.10141470851677442
141,0.10132573339531209
142,0.10137672079091523
143,0.10119566085084943
144,0.10128986049548198
145,0.10117037240634986
146,0.10116206555232446
147,0.10117817713445089
148,0.10118283657516748
149,0.10098748194876138
150,0.10111711765222023
151,0.10101849495832334
152,0.1009134093851965
153,0.10104275278209739
154,0.10091137442767327
155,0.1009398479894515
156,0.10092889568246242
157,0.10088741347277697
158,0.10074749691809691
159,0.1006810146816493
160,0.10084883303471208
161,0.10078676309434381
162,0.1007348743330005
163,0.10077743589953125
164,0.10069331132735626
165,0.1007059212297403
166,0.10062175014156804
167,0.10062857723918125
168,0.10058325251281003
169,0.10053106905860693
170,0.10052225539825971
171,0.10044155835515334
172,0.10055912341146853
173,0.10041945067469193
174,0.10045831446606635
175,0.10041857242957174
176,0.10022503685205864
177,0.10042301162604717
178,0.10036022933175444
179,0.10014990746665099
180,0.10035484796590105
181,0.10027505303158969
182,0.10014160722575977
183,0.10033315823826425
184,0.10026059980995301
185,0.1001152605563453
186,0.10019927563753488
187,0.10022321514287134
188,0.10015780170764933
189,0.10011627761122788
190,0.10012008079417928
191,0.10010166141206629
192,0.10009168440247436
193,0.09997628365103327
194,0.10003048980297906
195,0.1000494757520497
196,0.10004339637765923
197,0.10000354010515425
198,0.09996389010630523
199,0.100002637796743
200,0.09993767174160176
201,0.09994199152235843
202,0.09991660468918812
203,0.09986773678518583
204,0.09993237889493935
205,0.09982874504895159
206,0.0998866657425218
207,0.09986174595713457
208,0.09975582080264332
209,0.09972487062045853
210,0.09982761604125179
211,0.09981123604638327
212,0.09978264974202689
213,0.09962027368704182
214,0.09983924344065624
215,0.09971200930227334
216,0.0997199559499386
217,0.09962351983011139
218,0.09970712031614555
219,0.0996297372941368
220,0.0997248269670152
221,0.09969146792406874
222,0.09965084317102994
223,0.09954337277752764
224,0.09951556565138996
225,0.09962216547848489
226,0.09957774320729741
227,0.09958685925098583
228,0.09953144670725145
229,0.09948720306009053
230,0.099504987177182
231,0.09950845882611922
232,0.09944771697620944
233,0.09945722442577408
234,0.0994743004502132
235,0.09951419393002836
236,0.09951838952379026
